year;state;month;number;date;;
2006;Amapa;Aug;11;2006;Agosto;
2007;Amapa;Aug;5;2007;Agosto;
2008;Amapa;Aug;4;2008;Agosto;
2009;Amapa;Aug;20;2009;Agosto;
2010;Amapa;Aug;1;2010;Agosto;
2011;Amapa;Aug;16;2011;Agosto;
2012;Amapa;Aug;19;2012;Agosto;
2013;Amapa;Aug;9;2013;Agosto;
2014;Amapa;Aug;18;2014;Agosto;
2015;Amapa;Aug;40;2015;Agosto;
2016;Amapa;Aug;37;2016;Agosto;
2017;Amapa;Aug;33;2017;Agosto;
1998;Amapa;Sept;20;1998;Setembro;
1999;Amapa;Sept;4;1999;Setembro;
2000;Amapa;Sept;19;2000;Setembro;
2001;Amapa;Sept;95;2001;Setembro;
2002;Amapa;Sept;73;2002;Setembro;
2003;Amapa;Sept;88;2003;Setembro;
2004;Amapa;Sept;67;2004;Setembro;
2005;Amapa;Sept;97;2005;Setembro;
2006;Amapa;Sept;112;2006;Setembro;
2007;Amapa;Sept;61;2007;Setembro;
2008;Amapa;Sept;83;2008;Setembro;
2009;Amapa;Sept;188;2009;Setembro;
2010;Amapa;Sept;63;2010;Setembro;
2011;Amapa;Sept;128;2011;Setembro;
2012;Amapa;Sept;168;2012;Setembro;
2013;Amapa;Sept;85;2013;Setembro;
2014;Amapa;Sept;137;2014;Setembro;
2015;Amapa;Sept;192;2015;Setembro;
2016;Amapa;Sept;142;2016;Setembro;
2017;Amapa;Sept;95;2017;Setembro;
1998;Amapa;Oct;42;1998;Outubro;
1999;Amapa;Oct;25;1999;Outubro;
2000;Amapa;Oct;42;2000;Outubro;
2001;Amapa;Oct;194;2001;Outubro;
2002;Amapa;Oct;557;2002;Outubro;
2003;Amapa;Oct;355;2003;Outubro;
2004;Amapa;Oct;412;2004;Outubro;
2005;Amapa;Oct;335;2005;Outubro;
2006;Amapa;Oct;405;2006;Outubro;
2007;Amapa;Oct;162;2007;Outubro;
2008;Amapa;Oct;395;2008;Outubro;
2009;Amapa;Oct;765;2009;Outubro;
2010;Amapa;Oct;265;2010;Outubro;
2011;Amapa;Oct;304;2011;Outubro;
2012;Amapa;Oct;475;2012;Outubro;
2013;Amapa;Oct;385;2013;Outubro;
2014;Amapa;Oct;480;2014;Outubro;
2015;Amapa;Oct;827;2015;Outubro;
2016;Amapa;Oct;793;2016;Outubro;
2017;Amapa;Oct;468;2017;Outubro;
1998;Amapa;Nov;131;1998;Novembro;
1999;Amapa;Nov;26;1999;Novembro;
2000;Amapa;Nov;157;2000;Novembro;
2001;Amapa;Nov;406;2001;Novembro;
2002;Amapa;Nov;1.096;2002;Novembro;
2003;Amapa;Nov;750;2003;Novembro;
2004;Amapa;Nov;949;2004;Novembro;
2005;Amapa;Nov;685;2005;Novembro;
2006;Amapa;Nov;207;2006;Novembro;
2007;Amapa;Nov;198;2007;Novembro;
2008;Amapa;Nov;266;2008;Novembro;
2009;Amapa;Nov;1.019;2009;Novembro;
2010;Amapa;Nov;339;2010;Novembro;
2011;Amapa;Nov;282;2011;Novembro;
2012;Amapa;Nov;969;2012;Novembro;
2013;Amapa;Nov;341;2013;Novembro;
2014;Amapa;Nov;484;2014;Novembro;
2015;Amapa;Nov;1.3;2015;Novembro;
2016;Amapa;Nov;1.161;2016;Novembro;
2017;Amapa;Nov;858;2017;Novembro;
1998;Amapa;Dec;84;1998;Dezembro;
1999;Amapa;Dec;41;1999;Dezembro;
2000;Amapa;Dec;30;2000;Dezembro;
2001;Amapa;Dec;593;2001;Dezembro;
2002;Amapa;Dec;200;2002;Dezembro;
2003;Amapa;Dec;411;2003;Dezembro;
2004;Amapa;Dec;777;2004;Dezembro;
2005;Amapa;Dec;38;2005;Dezembro;
2006;Amapa;Dec;74;2006;Dezembro;
2007;Amapa;Dec;14;2007;Dezembro;
2008;Amapa;Dec;32;2008;Dezembro;
2009;Amapa;Dec;123;2009;Dezembro;
2010;Amapa;Dec;43;2010;Dezembro;
2011;Amapa;Dec;360;2011;Dezembro;
2012;Amapa;Dec;422;2012;Dezembro;
2013;Amapa;Dec;148;2013;Dezembro;
2014;Amapa;Dec;354;2014;Dezembro;
2015;Amapa;Dec;269;2015;Dezembro;
2016;Amapa;Dec;491;2016;Dezembro;
1998;Amazonas;Jan;0;1998;Janeiro;
1999;Amazonas;Jan;3;1999;Janeiro;
2000;Amazonas;Jan;7;2000;Janeiro;
2001;Amazonas;Jan;3;2001;Janeiro;
2002;Amazonas;Jan;17;2002;Janeiro;
2003;Amazonas;Jan;158;2003;Janeiro;
2004;Amazonas;Jan;123;2004;Janeiro;
2005;Amazonas;Jan;44;2005;Janeiro;
2006;Amazonas;Jan;20;2006;Janeiro;
2007;Amazonas;Jan;37;2007;Janeiro;
2008;Amazonas;Jan;16;2008;Janeiro;
2009;Amazonas;Jan;9;2009;Janeiro;
2010;Amazonas;Jan;82;2010;Janeiro;
2011;Amazonas;Jan;53;2011;Janeiro;
2012;Amazonas;Jan;6;2012;Janeiro;
2013;Amazonas;Jan;37;2013;Janeiro;
2014;Amazonas;Jan;46;2014;Janeiro;
2015;Amazonas;Jan;35;2015;Janeiro;
2016;Amazonas;Jan;770;2016;Janeiro;
2017;Amazonas;Jan;65;2017;Janeiro;
1998;Amazonas;Feb;0;1998;Fevereiro;
1999;Amazonas;Feb;43;1999;Fevereiro;
2000;Amazonas;Feb;62;2000;Fevereiro;
2001;Amazonas;Feb;8;2001;Fevereiro;
2002;Amazonas;Feb;2;2002;Fevereiro;
2003;Amazonas;Feb;62;2003;Fevereiro;
2004;Amazonas;Feb;92;2004;Fevereiro;
2005;Amazonas;Feb;6;2005;Fevereiro;
2006;Amazonas;Feb;10;2006;Fevereiro;
2007;Amazonas;Feb;92;2007;Fevereiro;
2008;Amazonas;Feb;32;2008;Fevereiro;
2009;Amazonas;Feb;3;2009;Fevereiro;
2010;Amazonas;Feb;81;2010;Fevereiro;
2011;Amazonas;Feb;30;2011;Fevereiro;
2012;Amazonas;Feb;25;2012;Fevereiro;
2013;Amazonas;Feb;16;2013;Fevereiro;
2014;Amazonas;Feb;49;2014;Fevereiro;
2015;Amazonas;Feb;107;2015;Fevereiro;
2016;Amazonas;Feb;275;2016;Fevereiro;
2017;Amazonas;Feb;52;2017;Fevereiro;
1998;Amazonas;Mar;0;1998;Março;
1999;Amazonas;Mar;7;1999;Março;
2000;Amazonas;Mar;69;2000;Março;
2001;Amazonas;Mar;6;2001;Março;
2002;Amazonas;Mar;5;2002;Março;
2003;Amazonas;Mar;64;2003;Março;
2004;Amazonas;Mar;6;2004;Março;
2005;Amazonas;Mar;12;2005;Março;
2006;Amazonas;Mar;20;2006;Março;
2007;Amazonas;Mar;6;2007;Março;
2008;Amazonas;Mar;10;2008;Março;
2009;Amazonas;Mar;11;2009;Março;
2010;Amazonas;Mar;116;2010;Março;
2011;Amazonas;Mar;49;2011;Março;
2012;Amazonas;Mar;17;2012;Março;
2013;Amazonas;Mar;49;2013;Março;
2014;Amazonas;Mar;50;2014;Março;
2015;Amazonas;Mar;46;2015;Março;
2016;Amazonas;Mar;140;2016;Março;
2017;Amazonas;Mar;45;2017;Março;
1998;Amazonas;Apr;0;1998;Abril;
1999;Amazonas;Apr;2;1999;Abril;
2000;Amazonas;Apr;18;2000;Abril;
2001;Amazonas;Apr;1;2001;Abril;
2002;Amazonas;Apr;2;2002;Abril;
2003;Amazonas;Apr;11;2003;Abril;
2004;Amazonas;Apr;4;2004;Abril;
2005;Amazonas;Apr;5;2005;Abril;
2006;Amazonas;Apr;5;2006;Abril;
2007;Amazonas;Apr;0;2007;Abril;
2008;Amazonas;Apr;13;2008;Abril;
2009;Amazonas;Apr;1;2009;Abril;
2010;Amazonas;Apr;11;2010;Abril;
2011;Amazonas;Apr;5;2011;Abril;
2012;Amazonas;Apr;3;2012;Abril;
2013;Amazonas;Apr;20;2013;Abril;
2014;Amazonas;Apr;25;2014;Abril;
2015;Amazonas;Apr;24;2015;Abril;
2016;Amazonas;Apr;22;2016;Abril;
2017;Amazonas;Apr;20;2017;Abril;
1998;Amazonas;May;0;1998;Maio;
1999;Amazonas;May;0;1999;Maio;
2000;Amazonas;May;51;2000;Maio;
2001;Amazonas;May;0;2001;Maio;
2002;Amazonas;May;8;2002;Maio;
2003;Amazonas;May;2;2003;Maio;
2004;Amazonas;May;0;2004;Maio;
2005;Amazonas;May;8;2005;Maio;
2006;Amazonas;May;4;2006;Maio;
2007;Amazonas;May;0;2007;Maio;
2008;Amazonas;May;1;2008;Maio;
2009;Amazonas;May;3;2009;Maio;
2010;Amazonas;May;13;2010;Maio;
2011;Amazonas;May;6;2011;Maio;
2012;Amazonas;May;12;2012;Maio;
2013;Amazonas;May;19;2013;Maio;
2014;Amazonas;May;12;2014;Maio;
2015;Amazonas;May;10;2015;Maio;
2016;Amazonas;May;30;2016;Maio;
2017;Amazonas;May;40;2017;Maio;
1998;Amazonas;June;2;1998;Junho;
1999;Amazonas;June;7;1999;Junho;
2000;Amazonas;June;6;2000;Junho;
2001;Amazonas;June;5;2001;Junho;
2002;Amazonas;June;5;2002;Junho;
2003;Amazonas;June;3;2003;Junho;
2004;Amazonas;June;12;2004;Junho;
2005;Amazonas;June;78;2005;Junho;
2006;Amazonas;June;9;2006;Junho;
2007;Amazonas;June;23;2007;Junho;
2008;Amazonas;June;7;2008;Junho;
2009;Amazonas;June;13;2009;Junho;
2010;Amazonas;June;9;2010;Junho;
2011;Amazonas;June;22;2011;Junho;
2012;Amazonas;June;45;2012;Junho;
2013;Amazonas;June;56;2013;Junho;
2014;Amazonas;June;74;2014;Junho;
2015;Amazonas;June;33;2015;Junho;
2016;Amazonas;June;90;2016;Junho;
2017;Amazonas;June;119;2017;Junho;
1998;Amazonas;July;71;1998;Julho;
1999;Amazonas;July;11;1999;Julho;
2000;Amazonas;July;39;2000;Julho;
2001;Amazonas;July;9;2001;Julho;
2002;Amazonas;July;146;2002;Julho;
2003;Amazonas;July;180;2003;Julho;
2004;Amazonas;July;177;2004;Julho;
2005;Amazonas;July;676;2005;Julho;
2006;Amazonas;July;123;2006;Julho;
2007;Amazonas;July;116;2007;Julho;
2008;Amazonas;July;108;2008;Julho;
2009;Amazonas;July;199;2009;Julho;
2010;Amazonas;July;640;2010;Julho;
2011;Amazonas;July;271;2011;Julho;
2012;Amazonas;July;234;2012;Julho;
2013;Amazonas;July;248;2013;Julho;
2014;Amazonas;July;202;2014;Julho;
2015;Amazonas;July;356;2015;Julho;
2016;Amazonas;July;1.137;2016;Julho;
2017;Amazonas;July;1.975;2017;Julho;
1998;Amazonas;Aug;321;1998;Agosto;
1999;Amazonas;Aug;259;1999;Agosto;
2000;Amazonas;Aug;180;2000;Agosto;
2001;Amazonas;Aug;501;2001;Agosto;
2002;Amazonas;Aug;741;2002;Agosto;
2003;Amazonas;Aug;1.867;2003;Agosto;
2004;Amazonas;Aug;1.207;2004;Agosto;
2005;Amazonas;Aug;2.316;2005;Agosto;
2006;Amazonas;Aug;1.422;2006;Agosto;
2007;Amazonas;Aug;2.241;2007;Agosto;
2008;Amazonas;Aug;861;2008;Agosto;
2009;Amazonas;Aug;1.321;2009;Agosto;
2010;Amazonas;Aug;3.727;2010;Agosto;
2011;Amazonas;Aug;1.243;2011;Agosto;
2012;Amazonas;Aug;3.011;2012;Agosto;
2013;Amazonas;Aug;1.276;2013;Agosto;
2014;Amazonas;Aug;3.852;2014;Agosto;
2015;Amazonas;Aug;4.564;2015;Agosto;
2016;Amazonas;Aug;3.611;2016;Agosto;
2017;Amazonas;Aug;6.316;2017;Agosto;
1998;Amazonas;Sept;267;1998;Setembro;
1999;Amazonas;Sept;216;1999;Setembro;
2000;Amazonas;Sept;189;2000;Setembro;
2001;Amazonas;Sept;166;2001;Setembro;
2002;Amazonas;Sept;928;2002;Setembro;
2003;Amazonas;Sept;1.401;2003;Setembro;
2004;Amazonas;Sept;911;2004;Setembro;
2005;Amazonas;Sept;2.812;2005;Setembro;
2006;Amazonas;Sept;2.218;2006;Setembro;
2007;Amazonas;Sept;1.36;2007;Setembro;
2008;Amazonas;Sept;998;2008;Setembro;
2009;Amazonas;Sept;3.091;2009;Setembro;
2010;Amazonas;Sept;2.781;2010;Setembro;
2011;Amazonas;Sept;1.295;2011;Setembro;
2012;Amazonas;Sept;2.392;2012;Setembro;
2013;Amazonas;Sept;1.739;2013;Setembro;
2014;Amazonas;Sept;3.057;2014;Setembro;
2015;Amazonas;Sept;5.882;2015;Setembro;
2016;Amazonas;Sept;3.119;2016;Setembro;
2017;Amazonas;Sept;4.033;2017;Setembro;
1998;Amazonas;Oct;83;1998;Outubro;
1999;Amazonas;Oct;479;1999;Outubro;
2000;Amazonas;Oct;145;2000;Outubro;
2001;Amazonas;Oct;332;2001;Outubro;
2002;Amazonas;Oct;695;2002;Outubro;
2003;Amazonas;Oct;725;2003;Outubro;
2004;Amazonas;Oct;710;2004;Outubro;
2005;Amazonas;Oct;545;2005;Outubro;
2006;Amazonas;Oct;721;2006;Outubro;
2007;Amazonas;Oct;215;2007;Outubro;
2008;Amazonas;Oct;632;2008;Outubro;
2009;Amazonas;Oct;2.189;2009;Outubro;
2010;Amazonas;Oct;889;2010;Outubro;
2011;Amazonas;Oct;694;2011;Outubro;
2012;Amazonas;Oct;1.238;2012;Outubro;
2013;Amazonas;Oct;1.202;2013;Outubro;
2014;Amazonas;Oct;952;2014;Outubro;
2015;Amazonas;Oct;2.494;2015;Outubro;
2016;Amazonas;Oct;2.105;2016;Outubro;
2017;Amazonas;Oct;1.581;2017;Outubro;
1998;Amazonas;Nov;6;1998;Novembro;
1999;Amazonas;Nov;32;1999;Novembro;
2000;Amazonas;Nov;27;2000;Novembro;
2001;Amazonas;Nov;244;2001;Novembro;
2002;Amazonas;Nov;259;2002;Novembro;
2003;Amazonas;Nov;169;2003;Novembro;
2004;Amazonas;Nov;209;2004;Novembro;
2005;Amazonas;Nov;261;2005;Novembro;
2006;Amazonas;Nov;59;2006;Novembro;
2007;Amazonas;Nov;90;2007;Novembro;
2008;Amazonas;Nov;39;2008;Novembro;
2009;Amazonas;Nov;973;2009;Novembro;
2010;Amazonas;Nov;354;2010;Novembro;
2011;Amazonas;Nov;399;2011;Novembro;
2012;Amazonas;Nov;682;2012;Novembro;
2013;Amazonas;Nov;220;2013;Novembro;
2014;Amazonas;Nov;676;2014;Novembro;
2015;Amazonas;Nov;1.054;2015;Novembro;
2016;Amazonas;Nov;591;2016;Novembro;
2017;Amazonas;Nov;552;2017;Novembro;
1998;Amazonas;Dec;196;1998;Dezembro;
1999;Amazonas;Dec;2;1999;Dezembro;
2000;Amazonas;Dec;60;2000;Dezembro;
2001;Amazonas;Dec;22;2001;Dezembro;
2002;Amazonas;Dec;44;2002;Dezembro;
2003;Amazonas;Dec;147;2003;Dezembro;
2004;Amazonas;Dec;53;2004;Dezembro;
2005;Amazonas;Dec;17;2005;Dezembro;
2006;Amazonas;Dec;23;2006;Dezembro;
2007;Amazonas;Dec;7;2007;Dezembro;
2008;Amazonas;Dec;0;2008;Dezembro;
2009;Amazonas;Dec;102;2009;Dezembro;
2010;Amazonas;Dec;123;2010;Dezembro;
2011;Amazonas;Dec;121;2011;Dezembro;
2012;Amazonas;Dec;80;2012;Dezembro;
2013;Amazonas;Dec;236;2013;Dezembro;
2014;Amazonas;Dec;293;2014;Dezembro;
2015;Amazonas;Dec;565;2015;Dezembro;
2016;Amazonas;Dec;133;2016;Dezembro;
1998;Bahia;Jan;0;1998;Janeiro;
1999;Bahia;Jan;114;1999;Janeiro;
2000;Bahia;Jan;31;2000;Janeiro;
2001;Bahia;Jan;24;2001;Janeiro;
2002;Bahia;Jan;125;2002;Janeiro;
2003;Bahia;Jan;439;2003;Janeiro;
2004;Bahia;Jan;158;2004;Janeiro;
2005;Bahia;Jan;303;2005;Janeiro;
2006;Bahia;Jan;225;2006;Janeiro;
2007;Bahia;Jan;373;2007;Janeiro;
2008;Bahia;Jan;314;2008;Janeiro;
2009;Bahia;Jan;177;2009;Janeiro;
2010;Bahia;Jan;297;2010;Janeiro;
2011;Bahia;Jan;101;2011;Janeiro;
2012;Bahia;Jan;179;2012;Janeiro;
2013;Bahia;Jan;125;2013;Janeiro;
2014;Bahia;Jan;132;2014;Janeiro;
2015;Bahia;Jan;256;2015;Janeiro;
2016;Bahia;Jan;285;2016;Janeiro;
2017;Bahia;Jan;154;2017;Janeiro;
1998;Bahia;Feb;0;1998;Fevereiro;
1999;Bahia;Feb;157;1999;Fevereiro;
2000;Bahia;Feb;32;2000;Fevereiro;
2001;Bahia;Feb;101;2001;Fevereiro;
2002;Bahia;Feb;204;2002;Fevereiro;
2003;Bahia;Feb;223;2003;Fevereiro;
2004;Bahia;Feb;122;2004;Fevereiro;
2005;Bahia;Feb;143;2005;Fevereiro;
2006;Bahia;Feb;277;2006;Fevereiro;
2007;Bahia;Feb;113;2007;Fevereiro;
2008;Bahia;Feb;235;2008;Fevereiro;
2009;Bahia;Feb;117;2009;Fevereiro;
2010;Bahia;Feb;206;2010;Fevereiro;
2011;Bahia;Feb;156;2011;Fevereiro;
2012;Bahia;Feb;200;2012;Fevereiro;
2013;Bahia;Feb;231;2013;Fevereiro;
2014;Bahia;Feb;107;2014;Fevereiro;
2015;Bahia;Feb;143;2015;Fevereiro;
2016;Bahia;Feb;418;2016;Fevereiro;
2017;Bahia;Feb;100;2017;Fevereiro;
1998;Bahia;Mar;0;1998;Março;
1999;Bahia;Mar;83;1999;Março;
2000;Bahia;Mar;65;2000;Março;
2001;Bahia;Mar;4;2001;Março;
2002;Bahia;Mar;146;2002;Março;
2003;Bahia;Mar;274;2003;Março;
2004;Bahia;Mar;115;2004;Março;
2005;Bahia;Mar;158;2005;Março;
2006;Bahia;Mar;199;2006;Março;
2007;Bahia;Mar;141;2007;Março;
2008;Bahia;Mar;135;2008;Março;
2009;Bahia;Mar;249;2009;Março;
2010;Bahia;Mar;156;2010;Março;
2011;Bahia;Mar;90;2011;Março;
2012;Bahia;Mar;404;2012;Março;
2013;Bahia;Mar;363;2013;Março;
2014;Bahia;Mar;148;2014;Março;
2015;Bahia;Mar;229;2015;Março;
2016;Bahia;Mar;281;2016;Março;
2017;Bahia;Mar;163;2017;Março;
1998;Bahia;Apr;0;1998;Abril;
1999;Bahia;Apr;55;1999;Abril;
2000;Bahia;Apr;23;2000;Abril;
2001;Bahia;Apr;26;2001;Abril;
2002;Bahia;Apr;110;2002;Abril;
2003;Bahia;Apr;376;2003;Abril;
2004;Bahia;Apr;89;2004;Abril;
2005;Bahia;Apr;76;2005;Abril;
2006;Bahia;Apr;60;2006;Abril;
2007;Bahia;Apr;64;2007;Abril;
2008;Bahia;Apr;151;2008;Abril;
2009;Bahia;Apr;40;2009;Abril;
2010;Bahia;Apr;103;2010;Abril;
2011;Bahia;Apr;149;2011;Abril;
2012;Bahia;Apr;396;2012;Abril;
2013;Bahia;Apr;108;2013;Abril;
2014;Bahia;Apr;183;2014;Abril;
2015;Bahia;Apr;190;2015;Abril;
2016;Bahia;Apr;217;2016;Abril;
2017;Bahia;Apr;94;2017;Abril;
1998;Bahia;May;0;1998;Maio;
1999;Bahia;May;76;1999;Maio;
2000;Bahia;May;71;2000;Maio;
2001;Bahia;May;85;2001;Maio;
2002;Bahia;May;166;2002;Maio;
2003;Bahia;May;106;2003;Maio;
2004;Bahia;May;124;2004;Maio;
2005;Bahia;May;120;2005;Maio;
2006;Bahia;May;43;2006;Maio;
2007;Bahia;May;161;2007;Maio;
2008;Bahia;May;56;2008;Maio;
2009;Bahia;May;34;2009;Maio;
2010;Bahia;May;198;2010;Maio;
2011;Bahia;May;189;2011;Maio;
2012;Bahia;May;326;2012;Maio;
2013;Bahia;May;141;2013;Maio;
2014;Bahia;May;224;2014;Maio;
2015;Bahia;May;144;2015;Maio;
2016;Bahia;May;259;2016;Maio;
2017;Bahia;May;121;2017;Maio;
1998;Bahia;June;55;1998;Junho;
1999;Bahia;June;64;1999;Junho;
2000;Bahia;June;178;2000;Junho;
2001;Bahia;June;98;2001;Junho;
2002;Bahia;June;118;2002;Junho;
2003;Bahia;June;140;2003;Junho;
2004;Bahia;June;289;2004;Junho;
2005;Bahia;June;211;2005;Junho;
2006;Bahia;June;68;2006;Junho;
2007;Bahia;June;270;2007;Junho;
2008;Bahia;June;72;2008;Junho;
2009;Bahia;June;92;2009;Junho;
2010;Bahia;June;192;2010;Junho;
2011;Bahia;June;345;2011;Junho;
2012;Bahia;June;385;2012;Junho;
2013;Bahia;June;208;2013;Junho;
2014;Bahia;June;243;2014;Junho;
2015;Bahia;June;242;2015;Junho;
2016;Bahia;June;416;2016;Junho;
2017;Bahia;June;329;2017;Junho;
1998;Bahia;July;219;1998;Julho;
1999;Bahia;July;107;1999;Julho;
2000;Bahia;July;202;2000;Julho;
2001;Bahia;July;248;2001;Julho;
2002;Bahia;July;549;2002;Julho;
2003;Bahia;July;261;2003;Julho;
2004;Bahia;July;310;2004;Julho;
2005;Bahia;July;269;2005;Julho;
2006;Bahia;July;229;2006;Julho;
2007;Bahia;July;811;2007;Julho;
2008;Bahia;July;271;2008;Julho;
2009;Bahia;July;321;2009;Julho;
2010;Bahia;July;519;2010;Julho;
2011;Bahia;July;578;2011;Julho;
2012;Bahia;July;906;2012;Julho;
2013;Bahia;July;362;2013;Julho;
2014;Bahia;July;249;2014;Julho;
2015;Bahia;July;306;2015;Julho;
2016;Bahia;July;345;2016;Julho;
2017;Bahia;July;300;2017;Julho;
1998;Bahia;Aug;815;1998;Agosto;
1999;Bahia;Aug;453;1999;Agosto;
2000;Bahia;Aug;633;2000;Agosto;
2001;Bahia;Aug;979;2001;Agosto;
2002;Bahia;Aug;1.827;2002;Agosto;
2003;Bahia;Aug;1.039;2003;Agosto;
2004;Bahia;Aug;1.43;2004;Agosto;
2005;Bahia;Aug;948;2005;Agosto;
2006;Bahia;Aug;995;2006;Agosto;
2007;Bahia;Aug;3.734;2007;Agosto;
2008;Bahia;Aug;611;2008;Agosto;
2009;Bahia;Aug;439;2009;Agosto;
2010;Bahia;Aug;2.423;2010;Agosto;
2011;Bahia;Aug;1.795;2011;Agosto;
2012;Bahia;Aug;1.835;2012;Agosto;
2013;Bahia;Aug;610;2013;Agosto;
2014;Bahia;Aug;674;2014;Agosto;
2015;Bahia;Aug;829;2015;Agosto;
2016;Bahia;Aug;724;2016;Agosto;
2017;Bahia;Aug;1.018;2017;Agosto;
1998;Bahia;Sept;2.718;1998;Setembro;
1999;Bahia;Sept;1.275;1999;Setembro;
2000;Bahia;Sept;2.285;2000;Setembro;
2001;Bahia;Sept;3.964;2001;Setembro;
2002;Bahia;Sept;6.439;2002;Setembro;
2003;Bahia;Sept;8.847;2003;Setembro;
2004;Bahia;Sept;6.433;2004;Setembro;
2005;Bahia;Sept;4.066;2005;Setembro;
2006;Bahia;Sept;3.006;2006;Setembro;
2007;Bahia;Sept;7.438;2007;Setembro;
2008;Bahia;Sept;4.837;2008;Setembro;
2009;Bahia;Sept;3.61;2009;Setembro;
2010;Bahia;Sept;5.323;2010;Setembro;
2011;Bahia;Sept;7.086;2011;Setembro;
2012;Bahia;Sept;7.495;2012;Setembro;
2013;Bahia;Sept;2.681;2013;Setembro;
2014;Bahia;Sept;2.604;2014;Setembro;
2015;Bahia;Sept;7.956;2015;Setembro;
2016;Bahia;Sept;1.819;2016;Setembro;
2017;Bahia;Sept;1.791;2017;Setembro;
1998;Bahia;Oct;1.969;1998;Outubro;
1999;Bahia;Oct;1.307;1999;Outubro;
2000;Bahia;Oct;3.35;2000;Outubro;
2001;Bahia;Oct;1.687;2001;Outubro;
2002;Bahia;Oct;5.414;2002;Outubro;
2003;Bahia;Oct;4.264;2003;Outubro;
2004;Bahia;Oct;4.81;2004;Outubro;
2005;Bahia;Oct;8.405;2005;Outubro;
2006;Bahia;Oct;2.079;2006;Outubro;
2007;Bahia;Oct;4.981;2007;Outubro;
2008;Bahia;Oct;7.691;2008;Outubro;
2009;Bahia;Oct;2.552;2009;Outubro;
2010;Bahia;Oct;5.264;2010;Outubro;
2011;Bahia;Oct;2.166;2011;Outubro;
2012;Bahia;Oct;4.607;2012;Outubro;
2013;Bahia;Oct;1.969;2013;Outubro;
2014;Bahia;Oct;2.763;2014;Outubro;
2015;Bahia;Oct;4.989;2015;Outubro;
2016;Bahia;Oct;1.415;2016;Outubro;
2017;Bahia;Oct;4.005;2017;Outubro;
1998;Bahia;Nov;49;1998;Novembro;
1999;Bahia;Nov;49;1999;Novembro;
2000;Bahia;Nov;114;2000;Novembro;
2001;Bahia;Nov;699;2001;Novembro;
2002;Bahia;Nov;1.02;2002;Novembro;
2003;Bahia;Nov;533;2003;Novembro;
2004;Bahia;Nov;1.736;2004;Novembro;
2005;Bahia;Nov;1.595;2005;Novembro;
2006;Bahia;Nov;239;2006;Novembro;
2007;Bahia;Nov;2.126;2007;Novembro;
2008;Bahia;Nov;3.175;2008;Novembro;
2009;Bahia;Nov;402;2009;Novembro;
2010;Bahia;Nov;605;2010;Novembro;
2011;Bahia;Nov;176;2011;Novembro;
2012;Bahia;Nov;168;2012;Novembro;
2013;Bahia;Nov;288;2013;Novembro;
2014;Bahia;Nov;348;2014;Novembro;
2015;Bahia;Nov;1.705;2015;Novembro;
2016;Bahia;Nov;408;2016;Novembro;
2017;Bahia;Nov;174;2017;Novembro;
1998;Bahia;Dec;82;1998;Dezembro;
1999;Bahia;Dec;37;1999;Dezembro;
2000;Bahia;Dec;24;2000;Dezembro;
2001;Bahia;Dec;158;2001;Dezembro;
2002;Bahia;Dec;848;2002;Dezembro;
2003;Bahia;Dec;710;2003;Dezembro;
2004;Bahia;Dec;423;2004;Dezembro;
2005;Bahia;Dec;116;2005;Dezembro;
2006;Bahia;Dec;169;2006;Dezembro;
2007;Bahia;Dec;259;2007;Dezembro;
2008;Bahia;Dec;52;2008;Dezembro;
2009;Bahia;Dec;308;2009;Dezembro;
2010;Bahia;Dec;226;2010;Dezembro;
2011;Bahia;Dec;230;2011;Dezembro;
2012;Bahia;Dec;477;2012;Dezembro;
2013;Bahia;Dec;131;2013;Dezembro;
2014;Bahia;Dec;144;2014;Dezembro;
2015;Bahia;Dec;1.408;2015;Dezembro;
2016;Bahia;Dec;164;2016;Dezembro;
1998;Ceara;Jan;0;1998;Janeiro;
1999;Ceara;Jan;47;1999;Janeiro;
2000;Ceara;Jan;1;2000;Janeiro;
2001;Ceara;Jan;11;2001;Janeiro;
2002;Ceara;Jan;33;2002;Janeiro;
2003;Ceara;Jan;264;2003;Janeiro;
2004;Ceara;Jan;143;2004;Janeiro;
2005;Ceara;Jan;384;2005;Janeiro;
2006;Ceara;Jan;211;2006;Janeiro;
2007;Ceara;Jan;304;2007;Janeiro;
2008;Ceara;Jan;166;2008;Janeiro;
2009;Ceara;Jan;347;2009;Janeiro;
2010;Ceara;Jan;288;2010;Janeiro;
2011;Ceara;Jan;32;2011;Janeiro;
2012;Ceara;Jan;273;2012;Janeiro;
2013;Ceara;Jan;103;2013;Janeiro;
2014;Ceara;Jan;115;2014;Janeiro;
2015;Ceara;Jan;207;2015;Janeiro;
2016;Ceara;Jan;100;2016;Janeiro;
2017;Ceara;Jan;91;2017;Janeiro;
1998;Ceara;Feb;0;1998;Fevereiro;
1999;Ceara;Feb;16;1999;Fevereiro;
2000;Ceara;Feb;6;2000;Fevereiro;
2001;Ceara;Feb;0;2001;Fevereiro;
2002;Ceara;Feb;75;2002;Fevereiro;
2003;Ceara;Feb;9;2003;Fevereiro;
2004;Ceara;Feb;5;2004;Fevereiro;
2005;Ceara;Feb;25;2005;Fevereiro;
2006;Ceara;Feb;23;2006;Fevereiro;
2007;Ceara;Feb;3;2007;Fevereiro;
2008;Ceara;Feb;12;2008;Fevereiro;
